+--------------+------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb     |                          context                           |        synset       | Polarity + | Polarity - | Polarity = |
|    estar     |                   estuvo excelente y ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |              ... ayer que hubo una demora ...              |       be.v.03       |    0.0     |    0.0     |    1.0     |
| recompensar  |            ... y nos recompensaron por eso ...             |   compensate.v.02   |    0.0     |    0.0     |    1.0     |
|    estar     |         ... por eso estamos satisfechos muchas ...         |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  satisfacer  |       ... eso estamos satisfechos muchas gracias ...       |     satisfy.v.01    |    0.5     |    0.0     |    0.5     |
|      ir      |                sobrebarriga fue una de ...                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    haber     |             ... que nos hemos comido esto ...              |       be.v.03       |    0.0     |    0.0     |    1.0     |
|   comedir    |              ... nos hemos comido esto es ...              |       eat.v.02      |    0.0     |    0.0     |    1.0     |
|     ser      |              ... comido esto es dicho por ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    decir     |                ... esto es dicho por mi ...                |      talk.v.02      |    0.0     |    0.0     |    1.0     |
|     ser      |               ... esposo que es un chef ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
| recomendado  |                 servicio súper recomendado                 |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|     ser      |               ... el sitio es muy bueno ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|     ser      |          ... la atención es excelente muchas ...           |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  recomendar  |           ... a todas recomendamos el sitio ...            |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|   prestar    |          ... álvarez pues prestó un servicio ...           |      give.v.10      |    0.0     |    0.0     |    1.0     |
|    estar     |                    muy agradecidos ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  agradecer   |                 muy agradecidos por el ...                 |   appreciate.v.01   |   0.125    |   0.125    |    0.75    |
|  felicitar   |                    felicito por la ...                     |  congratulate.v.02  |    0.0     |    0.0     |    1.0     |
|  recomendar  |                  ... todo los recomendare                  |    recommend.v.01   |    0.0     |   0.125    |   0.875    |
|     dar      |              agradable todo dan ganas de ...               |      give.v.10      |    0.0     |    0.0     |    1.0     |
|   regresar   |                   ... ganas de regresar                    |     return.v.01     |    0.0     |    0.0     |    1.0     |
|    estar     |                almuerzo estuvo muy demorado                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   demorar    |                  ... estuvo muy demorado                   |    postpone.v.01    |    0.0     |    0.0     |    1.0     |
|      ir      |         ... acogida nos vamos muy agradecidos ...          |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|  agradecer   |            ... vamos muy agradecidos con su ...            |   appreciate.v.01   |   0.125    |   0.125    |    0.75    |
|   esperar    |          ... su servicio esperamos volver pronto           |       ask.v.04      |   0.125    |    0.0     |   0.875    |
|    volver    |            ... servicio esperamos volver pronto            |      make.v.02      |    0.0     |    0.0     |    1.0     |
|  disminuir   |          ... que nunca disminuyan su atención ...          |     consume.v.05    |    0.0     |    0.0     |    1.0     |
|   extender   |                  extender el horario ...                   |     extend.v.04     |    0.0     |    0.0     |    1.0     |
|    salar     |             ... huéspedes que salen de la ...              |       die.v.01      |    0.0     |    0.0     |    1.0     |
|      ir      |            ... luis tabares fue muy atento ...             |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    estar     |                         está bien                          |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   cambiar    |                   ... amables no cambien                   |     change.v.01     |    0.0     |    0.0     |    1.0     |
|    hacer     |            ... de huéspedes hace falta más ...             |      make.v.03      |    0.0     |    0.0     |    1.0     |
|     ser      |                es excelente felicitaciones                 |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  preguntar   |                      al comensal ...                       |   necessitate.v.01  |    0.25    |    0.25    |    0.5     |
|   terminar   |             ... comensal el termino de los ...             |       end.v.02      |    0.0     |    0.0     |    1.0     |
|    gustar    |           ... agradable me gusta mucho venir ...           |     please.v.01     |   0.625    |    0.0     |   0.375    |
|    venir     |              ... gusta mucho venir a este ...              |     arrive.v.01     |    0.0     |    0.0     |    1.0     |
|  pacificar   |                   ... lugar muy pacifico                   |     pacify.v.01     |   0.875    |    0.0     |   0.125    |
|    deber     |          habitaciones deben tener calefacción ...          |       owe.v.01      |    0.0     |    0.0     |    1.0     |
|    tener     |         habitaciones deben tener calefacción y ...         |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|  televisar   |            ... calefacción y televiso en el ...            |    telecast.v.01    |    0.0     |    0.0     |    1.0     |
|   colocar    |                     cubiertos para ...                     |       put.v.01      |    0.0     |    0.0     |    1.0     |
|   cubierto   |                   cubiertos para la ...                    |      cover.v.01     |    0.0     |    0.0     |    1.0     |
|     ser      |                el servicio es muy bueno ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      ha      |                      ha estado a ...                       |       be.v.03       |    0.0     |    0.0     |    1.0     |
|    estado    |                     ha estado a la ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
